file_name,caption_1,caption_2,caption_3,caption_4,caption_5
klk2.wav,"A descending electric tone sounds repeatedly, accompanied by some ascending electronic tones.",A musical instrument is playing music with beeps.,"An electric tone is audible and repeated, as is the some opposite electronic tones.",Loud music plays before a concert to prepare for the show.,a siren is wailing loudly and giving warning
Tapping on metal.wav,"A person hammers two metal objects against each other, alternating between fast and slow strikes while a soft wind blows.",A person taps a fork against a pot fast and then the fork taps a pot slowly.,"In a soft wind, somebody unsteadily bangs two metal objects.",Metal is tapping against metal first slowing down then picking up speed at the end.,Two hard objects being tapped together at a fast speed then the speed slows down.
02763 inside damaged chopper.wav,A dangerous sharp blade on the machine that keeps spinning and spinning around.,A truck engine rumbles to life as it drives.,The spinning blades of a machine are constantly moving.,a machines with a blade is continuously spinning,a machines with spinning blades are continuously moving
Walking In Snow.wav,A large pile of leaves was spread around by a pedestrian.,A person is walking in gravel and their steps get louder as they approach.,Someone is moving with heavy trudging steps as he goes along his way.,"bags are being tossed, as you can hear them landing",someone is walking through a large pile of leaves
Infernal Wind.wav,A race car is racing around the track and leaves an odd reverb.,A race car racing around the track and an odd reverb.,Cars are racing against other around the race tracks.,"Race cars circle the track, exiting a tunnel and attempting to pass one another.",Watching race cars circling the track and passing each other from a tunnel.
BEACH_SMALL_SAND.wav,Several waves of water in a lake on the shore,The water splashing back and forth reminds one of waves crashing on the shoreline.,"Water flows and splashes in repeated cycles, some splashes bigger.",Waves push and crash along the shore of the beach.,waves pushing up on shore at the beach
04638 heating bleeding valve.wav,A person is using a tap to fill in some kind of jar of bottle.,A person is using a tap to fill in some kind of jar or bottle.,A person starts to pump water from a well into empty buckets.,A water faucet being turned off and on several times and the water splashing from it splashing into a container.,A water faucet being turned off and on several times and the water splashing into a container.
05687 morning birds ambience.wav,A fly whizzes by while birds are chirping and a person takes a few breathes.,"A person is walking in the woods, where birds and crickets are chirping, and then owls begin hooting.","A person walking in the woods where birds and crickets are chirping, and as time goes on, owls start hooting.",Someone was panting heavily and the birds were chirping in the background and then A buzzing insect comes closer.,Someone was panting heavily as birds were chirping in the and a buzzing insect comes closer.
070821_flsp_trail03.wav,A very light vibration like beeping is being emitted.,"The sound was frightening, it was a high pitched tone cycling over a lower pitched background tone.",The wind blows continuously as crickets and other bugs chirp.,a high pitched tone cycling over a lower pitched background tone,a very light beeping like vibration is being emitted.
shop cash register 01.wav,Objects are being moved around followed by a whisper.,"Objects are moved around, then followed by a whisper.",Someone is walking through a building while others continue to talk in the background.,Someone walking through a building with people talking in the background.,"With no pattern, items are being lifted and set down as people chatter to one another."
Rain on Car Roof 2.wav,"A steady rainfall drips onto a lower, pitched roof without splashing.","Hail falling on a roof, windows and outside walls of a structure.",Rain from the main roof falls onto a lower roof at a steady pace.,Rain is pattering outside of a house that has an open window.,Rain patters outside of a house with an open window.
09 hn_handrail.wav,A pipe being hit with a small wrench.,A small wrench is hitting the pipe and making noise.,Someone hitting a metal object with an item that is not metal,"With a lightweight item, someone hits a metal object.",tapping the iron rod sound along with some wind sound
1 man running on pavement.wav,A man was running across the wooden floor.,"At the same time a bed is hitting the wall, a soft moan is in the background.",Shoes are running on pavement at the same pace.,"Shoes slap rhythmically against the pavement, in a pattern.",Vibrant footsteps of a person running at speed.
Sound_FX_Kitchen_Plates.wav,A person collecting dishes and putting them away.,Dishes clink against each other and plates bang as they are stacked together.,"Material is scraped off of plates as they are lifted, then replaced, along with forks.",Plates being stacked on top of each other and scraped clean,"The plates, after being scraped clean, are stacked together."
